"","sample_id","all_x","all_y"
"164","LS-14692_S89_E1-50",-13.3598840284299,-30.6461624541166
"165","LS-14692_S90_E1-50",-37.0143885327302,-21.0562324955353
"166","LS-14692_S91_E1-50",-21.6097975149044,-33.4058065490685
"167","LS-14692_S92_E1-50",-10.6909172372587,-31.555754533436
"168","LS-14692_S93_E1-50",1.89501907730969,-28.1229787616435
"169","LS-14692_S94_E1-50",-13.9391395857382,-30.5454543925448
"170","LS-14692_S95_E1-50",-1.16637694811871,-32.9596472926049
"171","LS-14692_S96_E1-50",-13.796125147422,-24.7592705343213
"172","LS-14696_S01_E1-50",-20.3720831635736,-6.15779681939656
"173","LS-14696_S02_E1-50",-13.6824013428856,-30.8061867901657
"174","LS-14696_S03_E1-50",-20.8009186529021,-6.29418962334132
"175","LS-14696_S04_E1-50",-9.41421234212612,-18.7547182533716
"176","LS-14696_S05_E1-50",32.3976742202841,4.85986381733851
"177","LS-14696_S06_E1-50",-31.0734472638238,-5.9595209977535
"178","LS-14696_S07_E1-50",-9.30565030793896,-18.6722795277655
"179","LS-14696_S08_E1-50",-23.0643292778444,-10.952036771966
"180","LS-14696_S09_E1-50",28.9490317172077,19.3403641129285
"181","LS-14696_S10_E1-50",33.2723343728062,4.95585847117536
"182","LS-14696_S11_E1-50",-21.9775493991529,-19.726318716692
"183","LS-14696_S12_E1-50",22.270900248732,-12.6795452399502
"184","LS-14696_S13_E1-50",18.6565608479955,2.23346261199991
"185","LS-14696_S14_E1-50",26.070137997907,23.6741424834402
"186","LS-14696_S15_E1-50",-35.9568916835438,-9.24846305829914
"187","LS-14696_S16_E1-50",-20.5712281848793,-4.8976843129711
"188","LS-14696_S25_E1-50",2.65078450161675,-25.5109580262676
"189","LS-14696_S26_E1-50",6.64648648198481,-19.6464430760223
"190","LS-14696_S27_E1-50",16.5246780031271,-4.24795534414065
"191","LS-14696_S28_E1-50",-24.1883589546755,-23.1798338759061
"192","LS-14696_S29_E1-50",3.73038875500842,-31.456227127403
"193","LS-14696_S30_E1-50",-1.56696787650222,-32.9687358848263
"194","LS-14696_S31_E1-50",-25.6956312891685,-18.8934713956384
"195","LS-14696_S32_E1-50",-1.26913417330907,-32.7995326448757
"196","LS-14696_S33_E1-50",-0.30376172696249,-12.4992940704971
"197","LS-14696_S34_E1-50",-3.80877579081007,-12.2715808217967
"198","LS-14696_S35_E1-50",-5.46152853558867,-14.0214760366177
"199","LS-14696_S36_E1-50",0.131513684669696,-10.7795635025939
"200","LS-14696_S37_E1-50",-6.88099157230821,-11.1424892673418
"201","LS-14696_S38_E1-50",0.388574460852624,-10.9480648980833
"202","LS-14696_S39_E1-50",1.49514787186811,-28.3249150478287
"203","LS-14696_S40_E1-50",-6.59990580879298,-11.3544386307542
"204","LS-14696_S41_E1-50",-7.37982912679863,-11.153713754623
"205","LS-14696_S42_E1-50",-2.11816251451279,-16.7413803601857
"206","LS-14696_S43_E1-50",1.23049096434451,-10.8426449729453
"207","LS-14696_S44_E1-50",-4.52506023111817,-8.16725707367997
"208","LS-14696_S45_E1-50",-1.70546072492175,-16.9437410004647
"209","LS-14696_S46_E1-50",-2.42298886566998,-6.34670218450997
"210","LS-14696_S47_E1-50",-4.48010079867506,-13.6971999493343
"211","LS-14696_S48_E1-50",-4.06115551766191,-8.69980475725485
"212","LS-14696_S50_E1-50",-16.4074780597864,38.2345795566652
"213","LS-14696_S51_E1-50",-5.7453197053969,30.2475821926687
"214","LS-14696_S52_E1-50",-14.8088540039446,28.2670087335888
"215","LS-14696_S53_E1-50",-16.2335288216923,31.0727843751712
"216","LS-14696_S54_E1-50",-14.853771054876,28.4309246587932
"217","LS-14696_S55_E1-50",-12.1268639652434,31.4260130853366
"218","LS-14696_S56_E1-50",-13.085184367989,23.2477549793942
"219","LS-14696_S57_E1-50",-14.7598066420148,31.0074652050247
"220","LS-14696_S58_E1-50",-12.7620429607944,39.5893834418482
"221","LS-14696_S59_E1-50",-10.4972951781161,38.2498548189785
"222","LS-14696_S60_E1-50",-13.1717967070341,31.0029428816218
"223","LS-14696_S61_E1-50",-13.7609312309229,26.6765018141492
"224","LS-14696_S62_E1-50",-12.3549882861833,30.1668834532174
"225","LS-14696_S63_E1-50",-16.5618700140678,31.0762285226519
"226","LS-14696_S64_E1-50",-14.7649537360394,28.2470566020923
"227","LS-14696_S65_E1-50",-13.7625511603984,17.4841669708326
"228","LS-14696_S66_E1-50",9.76938605733101,36.7577170167346
"229","LS-14696_S67_E1-50",1.71546980724927,24.1509551335529
"230","LS-14696_S68_E1-50",-30.2558063458763,-5.26398604649489
"231","LS-14696_S69_E1-50",7.1948740632851,40.7167161131219
"232","LS-14696_S70_E1-50",6.35244261927389,42.9469635737912
"233","LS-14696_S71_E1-50",-2.45606021860007,-26.5477497884416
"234","LS-14696_S72_E1-50",3.75179785645112,26.4757632786261
"235","LS-14696_S73_E1-50",36.9009565663354,1.92926035875943
"236","LS-14696_S75_E1-50",44.7354599774447,-7.05363753089304
"237","LS-14696_S76_E1-50",9.62780559856374,36.4429552972571
"238","LS-14696_S77_E1-50",-35.8309050071064,-2.20216008485146
"239","LS-14696_S78_E1-50",26.7184468532216,18.7072492396433
"240","LS-14696_S79_E1-50",-4.67704641426873,32.2507927324463
"241","LS-14696_S80_E1-50",-24.6714687677161,-16.9494954100291
"242","LS-14696_S81_E1-50",17.7499950208938,-35.7345653519783
"243","LS-14696_S82_E1-50",16.6471525017819,-37.6238246013551
"244","LS-14696_S83_E1-50",10.1844282032246,-33.6446884890806
"245","LS-14696_S84_E1-50",14.6564997235379,-28.901296770487
"246","LS-14696_S85_E1-50",-28.6049550153275,13.7741487554926
"247","LS-14696_S86_E1-50",13.734291765264,-32.1491862635146
"248","LS-14696_S87_E1-50",-36.3420008745369,9.9382913771244
"249","LS-14696_S88_E1-50",-38.1554867823083,11.36022976115
"250","LS-14696_S89_E1-50",17.4020184976929,-35.726207551458
"251","LS-14696_S90_E1-50",12.7540947136992,-29.2762705465648
"252","LS-14696_S91_E1-50",-32.0964810699265,8.28194103350395
"253","LS-14696_S92_E1-50",13.6686240365274,-32.3856465332702
"254","LS-14696_S93_E1-50",15.9228582432826,-33.6033509945723
"255","LS-14696_S94_E1-50",-33.3041172745095,14.8263174601479
"256","LS-14696_S95_E1-50",-22.1665130892798,7.57149750605825
"257","LS-14696_S96_E1-50",-24.164088190187,-4.45672772434977
"258","LS-15000_S09_E1-50",-28.0780675316135,6.91407647226267
"259","LS-15000_S10_E1-50",-21.3507241813852,12.1634107558189
"260","LS-15000_S11_E1-50",13.4426984389562,-30.539649683787
"261","LS-15000_S12_E1-50",16.4874538667504,-38.1111697359104
"262","LS-15000_S13_E1-50",14.7644559374562,-37.6530636173425
"263","LS-15000_S14_E1-50",-27.8420843173422,6.46698400537349
"264","LS-15000_S15_E1-50",11.2286977745813,-30.1716813498916
"265","LS-15000_S16_E1-50",-24.8174497957771,14.0019025760528
"266","LS-15000_S17_E1-50",-33.6806880805108,5.73698462703892
"267","LS-15000_S18_E1-50",14.0330331549519,-26.9458283030677
"268","LS-15000_S19_E1-50",19.9970546055365,-1.40072030169464
"269","LS-15000_S20_E1-50",-29.9745862626854,9.55686323447524
"270","LS-15000_S21_E1-50",-23.2030889863692,6.44023488617322
"271","LS-15000_S22_E1-50",-27.9511090463021,14.7433599923849
"272","LS-15000_S23_E1-50",16.1586397829934,-32.5679331711451
"273","LS-15000_S24_E1-50",-26.9459143640412,12.6245230436568
"274","LS-15000_S25_E1-50",14.3445640525943,-31.5359533582291
"275","LS-15000_S26_E1-50",13.4165195198693,-32.4514040290048
"276","LS-15000_S27_E1-50",16.141301217721,-35.3117067708834
"277","LS-15000_S28_E1-50",-24.9997635712001,6.79596366952252
"278","LS-15000_S29_E1-50",-23.4747511459729,8.02600728769966
"279","LS-15000_S30_E1-50",15.7528856280691,-38.2053334594849
"280","LS-15000_S31_E1-50",15.8730413008625,3.65553678887195
"281","LS-15000_S32_E1-50",-25.4644733803521,6.91694897293108
"282","LS-15000_S33_E1-50",28.2069274807082,18.4476342486836
"283","LS-15000_S34_E1-50",27.6211802854795,12.801700030698
"284","LS-15000_S35_E1-50",-0.320000998455998,-24.4749748590817
"285","LS-15000_S36_E1-50",26.5672224086959,21.7027025937463
"286","LS-15000_S37_E1-50",-25.9400109291201,-4.60182796291105
"287","LS-15000_S38_E1-50",-23.4773610607771,-22.717409433608
"288","LS-15000_S39_E1-50",29.2378193784648,-4.32411839351088
"289","LS-15000_S40_E1-50",16.1924250825762,4.33045965127122
"290","LS-15000_S41_E1-50",-37.8762485576728,-3.1360408489604
"291","LS-15000_S42_E1-50",-34.2482340674928,-1.0703937884589
"292","LS-15000_S43_E1-50",-25.6393239885091,-4.63058323726069
"293","LS-15000_S44_E1-50",2.6386625439811,-24.9358515128155
"294","LS-15000_S45_E1-50",32.965673426166,-2.56923562217064
"295","LS-15000_S46_E1-50",24.173116812628,6.92325856597077
"296","LS-15000_S47_E1-50",33.3237984685335,5.12894834891184
"297","LS-15000_S48_E1-50",18.4547229637801,-15.8244383356142
"298","LS-15000_S49_E1-50",16.3579417662018,-11.7444805873985
"299","LS-15000_S50_E1-50",23.5720520414741,5.19087963911119
"300","LS-15000_S51_E1-50",30.7567715290077,2.89244441894431
"301","LS-15000_S52_E1-50",-1.2751070381431,-27.2233299634973
"302","LS-15000_S53_E1-50",-25.3424314773688,-4.99806908435757
"303","LS-15000_S54_E1-50",22.6724660588717,5.267424476546
"304","LS-15000_S55_E1-50",32.3448151714519,5.40834201431321
"305","LS-15000_S57_E1-50",3.46873774920998,-24.5178114807919
"306","LS-15000_S58_E1-50",-31.460677151772,-0.393052506213595
"307","LS-15000_S59_E1-50",19.9197092712096,-1.6287713686297
"308","LS-15000_S60_E1-50",15.5100176423119,2.38928676108892
"309","LS-15000_S61_E1-50",15.166710253852,1.63665933753941
"310","LS-15000_S62_E1-50",-23.4606685696376,-4.78000087843614
"311","LS-15000_S63_E1-50",-22.8146737817563,-6.33295059508374
"312","LS-15000_S64_E1-50",-25.5797391934144,-3.51902487463748
"313","LS-15000_S65_E1-50",-5.54661750283272,-31.5737236392617
"314","LS-15000_S66_E1-50",-18.6302944255151,-29.8154204984922
"315","LS-15000_S67_E1-50",-32.1204103911298,26.8506583986391
"316","LS-15000_S68_E1-50",-32.7449661971082,30.5767813067494
"317","LS-15000_S69_E1-50",-8.97033204624388,-18.9052988369514
"318","LS-15000_S70_E1-50",-7.05868940546633,-34.1153463474975
"319","LS-15000_S71_E1-50",31.7802391935894,-13.8256651997407
"320","LS-15000_S72_E1-50",-31.8274975345441,-12.5413639107492
"321","LS-15000_S73_E1-50",-38.9655648851235,-13.0006848811279
"322","LS-15000_S74_E1-50",-2.45494409249016,-31.6648106515585
"323","LS-15000_S75_E1-50",-33.0253809363011,26.866204087002
"324","LS-15000_S76_E1-50",-38.814343309392,-12.8581452156222
"325","LS-15000_S77_E1-50",-1.77763469300555,-32.0542371866667
"326","LS-15000_S78_E1-50",-16.7288676698852,-30.2501335604042
"327","LS-15000_S79_E1-50",-29.0975993742248,-27.1243235601577
"328","LS-15000_S80_E1-50",-29.7632800271892,-24.92667825588
"329","LS-15000_S81_E1-50",-20.2343078541442,-30.8765804475451
"330","LS-15000_S82_E1-50",-10.1433948885578,-33.9335326437624
"331","LS-15000_S83_E1-50",-2.76020756273684,-28.5211693591684
"332","LS-15000_S84_E1-50",-31.705213006957,-22.1117220708063
"333","LS-15000_S85_E1-50",3.7771808387045,-30.2625979056096
"334","LS-15000_S86_E1-50",-30.0890774361953,28.0773235585256
"335","LS-15000_S87_E1-50",-10.7969564554198,-35.4662910779005
"336","LS-15000_S88_E1-50",-16.2630349464308,-19.9479519527872
"337","LS-15000_S89_E1-50",-6.31993145217429,-36.9365437309967
"338","LS-15000_S90_E1-50",-8.60287141994339,-19.1077042189735
"339","LS-15000_S91_E1-50",-31.4718299129234,-22.6025325171051
"340","LS-15000_S92_E1-50",2.06393270443497,-28.5357726480724
"341","LS-15000_S93_E1-50",-28.1839622605335,-24.4630615626222
"342","LS-15000_S94_E1-50",30.4013473241703,-10.0624069772422
"343","LS-15000_S95_E1-50",-1.19391583289549,-31.4157621714268
"344","LS-15000_S96_E1-50",-28.2346165282057,-28.4306538771006
"345","LS-15001_S01_E1-50",-33.8783071556176,-17.7942517626905
"346","LS-15001_S02_E1-50",-34.5072801859315,-17.8336579316171
"347","LS-15001_S03_E1-50",-31.1431771094544,-22.6398922012497
"348","LS-15001_S04_E1-50",-7.06852666951152,-35.049034585479
"349","LS-15001_S05_E1-50",-32.5278001664053,-8.0567055455747
"350","LS-15001_S06_E1-50",-38.4717312408807,-20.6654415872249
"351","LS-15001_S07_E1-50",-27.0100882448764,-15.9205916643098
"352","LS-15001_S08_E1-50",-28.3541143868343,-26.4862298378723
"353","LS-15001_S09_E1-50",16.516636650069,3.75692134934217
"354","LS-15001_S10_E1-50",30.1288160826041,10.7378680426679
"355","LS-15001_S11_E1-50",-20.3598777392479,-7.43662251030644
"356","LS-15001_S12_E1-50",-13.5646927530587,-19.4226931294814
"357","LS-15001_S13_E1-50",-19.1940561673755,-7.54189863914261
"358","LS-15001_S14_E1-50",-25.3789328771426,-5.30920880720485
"359","LS-15001_S15_E1-50",27.9400862796192,17.1316660028712
"360","LS-15001_S17_E1-50",-9.68663872688226,-18.3377759426441
"361","LS-15001_S18_E1-50",9.95614152411726,-3.98314374829219
"362","LS-15001_S19_E1-50",4.99483986336418,-27.9679729565333
"363","LS-15001_S20_E1-50",18.3705630847365,-3.33219862150144
"364","LS-15001_S21_E1-50",26.090926014392,23.873617927523
"365","LS-15001_S22_E1-50",15.5883243647022,4.28212278339272
"366","LS-15001_S23_E1-50",20.9566574135259,1.57381211481575
"367","LS-15001_S24_E1-50",-22.0483758608007,-7.88780994505259
"368","LS-15001_S25_E1-50",-32.0758047306426,-7.91891372445269
"369","LS-15001_S26_E1-50",-19.8235067684707,-31.1045906490355
"370","LS-15001_S27_E1-50",1.37273823687447,-31.0960771330287
"371","LS-15001_S28_E1-50",-11.0938572898128,-21.0563445924312
"372","LS-15001_S29_E1-50",-29.0029826816047,-26.7118997636875
"373","LS-15001_S30_E1-50",-15.6958767484282,-30.9305222226798
"374","LS-15001_S31_E1-50",-10.5815409667701,-35.2900503738134
"375","LS-15001_S32_E1-50",6.03507203846609,-19.816423678486
"376","LS-15001_S33_E1-50",32.1624353251801,4.26016285146533
"377","LS-15001_S35_E1-50",34.0815685781257,17.6214789059557
"378","LS-15001_S36_E1-50",23.3363864398681,-20.4879263684672
"379","LS-15001_S37_E1-50",21.4233372308789,-20.4625693624816
"380","LS-15001_S38_E1-50",24.2599987077215,-16.8112586053909
"381","LS-15001_S39_E1-50",30.9292449990506,-5.5846387756777
"382","LS-15001_S40_E1-50",22.2674980732435,-20.1313706963078
"383","LS-15001_S41_E1-50",-20.0514139992292,-10.5894153392165
"384","LS-15001_S42_E1-50",-3.42698670366902,-27.8909425609267
"385","LS-15001_S43_E1-50",-23.1995151456636,-15.5875774146686
"386","LS-15001_S44_E1-50",-1.31234926324257,-31.3247704553572
"387","LS-15001_S45_E1-50",-20.3637022529095,-8.23790955544493
"388","LS-15001_S46_E1-50",-15.7728833794679,-31.2673202120678
"389","LS-15001_S47_E1-50",-9.74585467185639,-19.2733969453393
"390","LS-15001_S48_E1-50",-33.5100776189073,-18.0675320199577
"391","LS-15001_S49_E1-50",-0.565802598869649,-29.5958525931925
"392","LS-15001_S50_E1-50",-25.3042814059469,-15.5604600503455
"393","LS-15001_S51_E1-50",-20.8396373176409,-3.8840384878331
"394","LS-15001_S52_E1-50",-6.2339532825355,-31.50137213231
"395","LS-15001_S53_E1-50",-37.2188820439599,-20.6532767967508
"396","LS-15001_S54_E1-50",-35.5169767692352,-3.3019300781688
"397","LS-15001_S55_E1-50",-0.252669039205864,-27.3289706025471
"398","LS-15001_S56_E1-50",-39.0584289951662,-20.4366281549122
"399","LS-15001_S65_E1-50",-30.297684323234,-13.4455656219442
"400","LS-15001_S66_E1-50",-30.9755979648204,-12.1771365624107
"401","LS-15001_S67_E1-50",-0.757770494499825,-27.047289086215
"402","LS-15001_S68_E1-50",-35.7415063987204,-8.26041039540198
"403","LS-15001_S69_E1-50",-8.58730444129078,-19.6513481931588
"404","LS-15001_S70_E1-50",-36.2093996685467,-10.4003089098142
"405","LS-15001_S71_E1-50",-33.9615920365947,-8.41648079230042
"406","LS-15001_S72_E1-50",3.4899401505649,-28.8915228623739
"407","LS-15001_S73_E1-50",-32.9806028118046,26.8862668234118
"408","LS-15001_S74_E1-50",-33.2220131234628,27.0042622460476
"409","LS-15001_S75_E1-50",-2.57995305194542,-26.2593226856615
